0.0,2
10000.0,2
20000.0,2
50000.0,2
70000.0,2
80000.0,3
90000.0,3
120000.0,1
130000.0,4
140000.0,2
150000.0,3
160000.0,379
170000.0,130
180000.0,332
190000.0,214
200000.0,240
210000.0,228
220000.0,238
230000.0,231
240000.0,224
250000.0,228
260000.0,225
270000.0,226
280000.0,229
290000.0,227
300000.0,246
310000.0,261
320000.0,261
330000.0,385
340000.0,386
350000.0,276
360000.0,301
370000.0,245
380000.0,302
390000.0,368
400000.0,733
410000.0,857
420000.0,501
430000.0,432
440000.0,578
450000.0,563
460000.0,585
470000.0,1640
480000.0,1570
490000.0,2352
500000.0,1657
510000.0,1892
520000.0,2114
530000.0,1922
540000.0,1729
550000.0,2099
560000.0,2104
570000.0,1623
580000.0,2154
590000.0,1859
600000.0,1627
610000.0,2324
620000.0,1878
630000.0,1896
640000.0,2292
650000.0,1534
660000.0,2038
670000.0,2061
680000.0,2045
690000.0,2145
700000.0,1593
710000.0,2217
720000.0,2204
730000.0,2186
740000.0,1803
750000.0,2209
760000.0,1761
770000.0,2127
780000.0,2025
790000.0,2788
800000.0,2870
810000.0,3566
820000.0,2418
830000.0,2077
840000.0,1635
850000.0,1823
860000.0,2666
870000.0,2494
880000.0,1520
890000.0,253
900000.0,25
910000.0,34
920000.0,29
930000.0,32
940000.0,38
950000.0,32
960000.0,36
970000.0,31
980000.0,36
990000.0,28
1000000.0,34
1010000.0,35
1020000.0,40
1030000.0,20
1040000.0,26
1050000.0,20
1060000.0,22
1070000.0,24
1080000.0,24
1090000.0,19
1100000.0,26
1110000.0,14
1120000.0,10
1130000.0,19
1140000.0,19
1150000.0,19
1160000.0,20
1170000.0,15
1180000.0,12
1190000.0,16
1200000.0,17
1210000.0,26
1220000.0,18
1230000.0,24
1240000.0,16
1250000.0,18
1260000.0,13
1270000.0,18
1280000.0,10
1290000.0,18
1300000.0,13
1310000.0,24
1320000.0,19
1330000.0,32
1340000.0,27
1350000.0,19
1360000.0,25
1370000.0,11
1380000.0,33
1390000.0,17
1400000.0,19
1410000.0,12
1420000.0,24
1430000.0,20
1440000.0,22
1450000.0,20
1460000.0,18
1470000.0,10
1480000.0,15
1490000.0,16
1500000.0,11
1510000.0,13
1520000.0,11
1530000.0,6
1540000.0,10
1550000.0,11
1560000.0,9
1570000.0,4
1580000.0,11
1590000.0,7
1600000.0,10
1610000.0,8
1620000.0,14
1630000.0,8
1640000.0,6
1650000.0,6
1660000.0,4
1670000.0,4
1680000.0,12
1690000.0,9
1700000.0,6
1710000.0,5
1720000.0,7
1740000.0,7
1750000.0,2
1760000.0,5
1770000.0,7
1780000.0,7
1790000.0,8
1800000.0,3
1810000.0,5
1820000.0,5
1830000.0,4
1840000.0,5
1850000.0,3
1860000.0,9
1870000.0,2
1880000.0,8
1890000.0,7
1900000.0,7
1910000.0,5
1920000.0,11
1930000.0,14
1940000.0,8
1950000.0,12
1960000.0,11
1970000.0,12
1980000.0,22
1990000.0,20
2000000.0,10
2010000.0,9
2020000.0,11
2030000.0,8
2040000.0,10
2050000.0,15
2060000.0,9
2070000.0,12
2080000.0,13
